,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,2.108409,0.349749,1.001692
2,1.234571,0.210816,0.582334
4,0.899703,0.122547,0.430719
8,0.776871,0.063139,0.352634
16,0.785409,0.037959,3.781594
