,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,2.467897,0.355185,1.181372
2,1.308956,0.20558,0.646584
4,1.002233,0.12284,0.480763
8,0.857982,0.063312,0.599172
16,1.208803,0.038297,0.202365
