,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,2.403158,0.250474,0.259813
2,1.290299,0.150244,0.163805
4,0.705799,0.081023,0.095135
8,0.429747,0.045152,0.053402
16,0.26494,0.027042,0.031039
