,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,4.300119,0.269623,1.613085
5,2.568906,0.083063,0.905384
9,5.663828,0.049217,3.070701
13,8.263891,0.037197,3.525126
17,14.064116,0.033058,6.099511
21,20.399679,0.038271,10.235402
