,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,2.331776,0.207507,0.217959
2,1.242348,0.129068,0.147562
4,0.688066,0.06518,0.079668
8,0.414977,0.036742,0.043901
16,0.25875,0.02262,0.027409
