,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,3.353033,0.603859,1.665403
2,1.97267,0.336992,0.973541
4,1.440473,0.19544,0.721704
8,1.305725,0.108288,0.651058
16,1.47124,0.060307,0.636137
32,55.223793,0.060858,20.660985
