,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,1.939745,0.316918,0.890579
2,1.141274,0.187834,0.5569
4,0.878413,0.114082,0.428356
8,1.249052,0.061041,0.419848
16,5.495951,0.036906,2.073795
