,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,1.944952,0.316478,0.895063
2,1.137598,0.194283,0.558421
4,0.882897,0.116862,0.427004
8,1.345742,0.061245,0.415738
16,5.651627,0.036968,1.224383
