,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,0.62764,0.265625,0.380107
2,0.329045,0.175984,0.20532
4,0.1951,0.1047,0.140641
8,0.114214,0.056423,0.079266
16,0.068585,0.03277,0.044532
