,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,2.071963,0.337765,0.97799
2,1.219805,0.208134,0.592783
4,0.882856,0.125741,0.446214
8,0.793448,0.063545,0.368529
16,0.948049,0.037793,1.89273
