,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,2.69132,0.269915,1.052321
5,2.078079,0.082158,0.684181
9,4.005348,0.050132,0.917978
13,10.375588,0.039263,1.617851
17,34.462966,0.034024,3.496695
21,65.59369,0.035542,20.048971
