,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,0.248837,0.251013,1.594969
5,1.40391,0.082498,0.862032
9,3.28239,0.048851,1.960306
13,4.653301,0.037387,4.308484
17,9.218759,0.032372,5.904686
21,12.218092,0.036575,9.233431
