,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,2.229065,0.340538,1.089525
2,1.124,0.20225,0.564977
4,0.902686,0.120717,0.427365
8,1.855459,0.063842,0.775327
16,4.985343,0.03784,2.30613
