,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,2.017201,0.346945,0.903442
2,1.174944,0.21078,0.588031
4,0.896516,0.121885,0.440799
8,1.198657,0.063324,0.4392
16,5.390955,0.038093,2.024821
