,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,2.252714,0.353667,1.06098
2,1.291641,0.208573,0.601342
4,0.9016,0.123746,0.409021
8,0.794424,0.065018,0.346808
16,0.738019,0.037984,0.233657
