,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,5.05434,3.545871,4.466921
2,3.496929,2.494333,2.862526
4,3.468258,2.142389,3.654283
8,3.869509,1.682254,3.073018
16,4.152805,1.674746,10.88767
