,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,2.448651,0.26836,1.052498
5,1.667719,0.081783,0.679735
9,2.017382,0.049947,0.822066
13,3.37856,0.053065,1.009246
17,20.360609,0.032856,1.405705
21,70.524823,0.036611,27.09582
