,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,2.125006,0.305275,1.054292
2,1.089212,0.1882,0.53203
4,0.893342,0.112448,0.418095
8,1.819253,0.060814,0.873675
16,5.400656,0.036849,2.689
