,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,2.072943,0.317124,0.955708
2,1.205077,0.192767,0.544495
4,0.884278,0.115136,0.41559
8,0.737334,0.060683,1.104676
16,0.766848,0.036694,0.303555
