,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,2.098314,0.34878,0.954188
2,1.232359,0.210419,0.624945
4,0.874755,0.12404,0.440901
8,0.769716,0.065262,0.366241
16,0.80555,0.038011,0.498955
