,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,2.061775,0.352731,0.970632
2,1.211927,0.209221,0.608578
4,0.934553,0.12308,0.455837
8,0.844093,0.064401,0.409657
16,0.985676,0.038221,1.612709
