,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,2.370512,0.360826,1.080114
2,1.209059,0.208259,0.570655
4,0.877501,0.123051,0.359131
8,0.574927,0.062915,0.408206
16,0.765868,0.037665,0.079506
