,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,2.166283,0.347306,1.044276
2,1.271815,0.210715,0.612883
4,0.916474,0.121862,0.447221
8,0.998851,0.06377,0.453083
16,1.099159,0.038262,5.515093
