,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,2.712808,0.340729,1.098499
2,1.70447,0.200108,1.063958
4,2.520372,0.12116,1.162931
8,3.764878,0.063943,1.750125
16,6.788568,0.037379,3.265796
