,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,1.569559,0.358873,0.725274
2,0.864033,0.215423,0.399664
4,0.748532,0.136267,0.357396
8,0.714752,0.068543,0.345236
16,0.864831,0.03981,0.559283
