,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,21.163876,2.34334,12.986019
2,17.379331,1.145231,14.44738
4,18.198725,0.645068,14.667438
8,18.21471,0.344411,15.867089
16,21.494674,0.19394,16.34994
