,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,1.515082,0.326234,0.737636
2,0.762584,0.195529,0.361939
4,0.6324,0.127802,0.298542
8,0.626006,0.065374,0.285418
16,0.653178,0.039405,0.300248
