,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,3.371185,0.606542,1.678233
2,1.920666,0.333919,0.937793
4,1.396379,0.195762,0.670176
8,1.260784,0.10746,0.591283
16,1.403459,0.060358,0.612464
32,50.944693,0.061839,20.379227
