,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,3.617277,0.587801,1.747877
2,1.734105,0.330986,0.867441
4,1.414537,0.192853,0.642963
8,3.065735,0.105191,1.283287
16,8.20483,0.059859,3.563537
32,46.578907,0.061743,16.547737
