,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,1.613765,0.360283,0.797396
2,0.841695,0.21435,0.416338
4,0.685105,0.134158,0.338144
8,0.725683,0.068573,0.358746
16,0.962849,0.03991,0.434782
