,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,23.210088,1.426423,2.035202
2,11.879104,0.73143,1.080461
4,6.348541,0.401884,0.576449
8,3.340784,0.227498,0.32224
16,1.821376,0.129386,0.197529
