,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,1.970522,0.329325,0.901299
2,1.14262,0.191061,0.556029
4,0.882439,0.117293,0.419474
8,1.083763,0.06086,0.41429
16,4.757808,0.037392,2.491594
