,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,23.249734,1.42615,2.05331
2,11.683184,0.732135,1.089053
4,6.415198,0.40287,0.57437
8,3.328032,0.222275,0.309955
16,1.831963,0.129069,0.191544
