,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,2.34365,0.265753,1.044486
5,1.669571,0.085572,0.679186
9,2.053772,0.050335,0.814413
13,3.705768,0.038243,1.078251
17,18.668523,0.033182,1.355093
21,63.469574,0.036014,26.897558
