,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,39.613856,3.096654,15.935603
2,19.889829,1.442051,9.403356
4,15.533907,0.754889,7.321558
8,14.937283,0.377094,7.147445
16,15.007486,0.193476,6.997478
