,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,2.672578,0.308904,1.090946
2,1.566852,0.188355,1.060759
4,2.520182,0.11279,1.174827
8,3.698445,0.060984,1.792515
16,6.729553,0.03636,3.379102
