,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,2.000881,0.353408,0.933814
2,1.143163,0.208266,0.572236
4,0.860615,0.123014,0.426295
8,1.05567,0.063847,0.415119
16,4.761416,0.037703,2.234698
