,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,25.085635,2.359775,17.650676
2,19.531958,1.133371,16.179691
4,18.381522,0.640626,15.715608
8,20.024123,0.34571,15.999533
16,21.765991,0.193511,15.726547
