,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,39.032256,3.054437,16.025463
2,16.08747,1.405032,7.259929
4,12.665813,0.742046,5.737663
8,26.491131,0.37491,11.80295
16,62.471871,0.191525,29.21051
