,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,1.60031,0.374454,0.786588
2,0.810323,0.214723,0.397519
4,0.627249,0.134299,0.295986
8,0.6193,0.068801,0.287129
16,0.646053,0.040433,0.350943
