,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,2.055603,0.339616,0.963916
2,1.214847,0.209273,0.604709
4,0.927397,0.12295,0.460433
8,0.833358,0.06372,0.397369
16,0.992533,0.03779,1.449323
