,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,0.443265,0.265787,0.33506
2,0.237247,0.165711,0.183295
4,0.127596,0.099904,0.130033
8,0.086858,0.055468,0.071038
16,0.048633,0.032693,0.040563
