,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,1.570999,0.328024,0.759249
2,0.828047,0.198597,0.40783
4,0.78243,0.127809,0.363149
8,0.901623,0.065216,0.417323
16,1.04186,0.03931,0.476248
