,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,21.29901,2.310298,13.499948
2,17.852105,1.130865,12.566464
4,17.182239,0.641616,13.288123
8,17.902088,0.348156,13.622771
16,22.47259,0.205877,16.876079
