thread,HTM-block,Checkpoint-block,Abort
1,.0122940,.0003806,.5244766
2,.0189394,.0302892,.1984679
4,.1884264,.0980961,.0744537
8,.2446546,.2510109,.0300971
16,.1818450,.5535716,.0154846
