thread,HTM-block,Checkpoint-block,Abort
1,.0120982,.0003752,.5207994
2,.0498225,.0348866,.2046891
4,.2532850,.1129090,.0783859
8,.2521302,.2738381,.0324293
16,.1643629,.5920288,.0168412
