thread,HTM-block,Checkpoint-block,Abort
1,.6770206,.0003844,.5373264
2,.2959734,.0221998,.2188429
4,.4597752,.0251297,.0993415
8,1.5822459,.0111027,.0672658
16,4.7892548,.0024285,.0452767
