thread,HTM-block,Checkpoint-block,Abort
1,.0039964,0,.0290384
2,.0061628,.0000330,.0064560
4,.1484712,.0023364,.0038205
8,.2329337,.0108110,.0033678
16,.3303134,.0917445,.0025760
