thread,HTM-block,Checkpoint-block,Abort
1,.4016156,.0000008,.0450482
2,.6766293,.0000156,.0163501
4,.9908861,.0000090,.0115939
8,1.6187312,.0000042,.0093430
16,3.1244221,.0000034,.0052515
