thread,HTM-block,Checkpoint-block,Abort
1,.2565938,0,.0640460
2,.2354127,.0000266,.0038142
4,.2487130,.0001154,.0032614
8,.2681930,.0003628,.0024010
16,1.8027303,.0004738,.0020399
