thread,HTM-block,Checkpoint-block,Abort
1,1.1412286,.0003648,.5498324
2,.7894694,.0169289,.2258838
4,2.0930793,.0088872,.1226754
8,3.4919419,.0049375,.0843146
16,6.5737123,.0019130,.0498227
