thread,HTM-block,Checkpoint-block,Abort
1,.0062950,0,.0421424
2,.0050015,.0000662,.0087276
4,.1325046,.0017829,.0052194
8,.2520929,.0222782,.0036618
16,.3842611,.1033011,.0038655
