,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,2.33034,0.204742,0.218762
2,1.237282,0.129546,0.150244
4,0.682603,0.067221,0.079272
8,0.422371,0.036433,0.044856
16,0.265074,0.022924,0.02743
