,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,2.412231,0.246585,0.260374
2,1.301233,0.153786,0.163093
4,0.699158,0.081544,0.096394
8,0.432923,0.045701,0.053326
16,0.265332,0.026644,0.030126
