,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,0.252154,0.265402,1.027193
5,1.468163,0.084231,0.750727
9,2.805407,0.050994,1.017507
13,4.872287,0.038475,1.930112
17,16.038878,0.03307,3.973967
21,50.630032,0.035932,36.08782
