,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,0.24926,0.272864,1.060066
5,1.477276,0.085601,0.770408
9,1.853413,0.051031,0.871693
13,2.389568,0.039139,1.186972
17,6.084963,0.032963,1.703687
21,54.547885,0.035794,34.1515
