,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,0.631064,0.270648,0.383772
2,0.334816,0.18084,0.207768
4,0.194049,0.101414,0.142828
8,0.118574,0.056422,0.079066
16,0.069433,0.033378,0.043751
