,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,2.156282,0.355997,1.035157
2,1.229293,0.210419,0.58347
4,0.851263,0.122025,0.404767
8,0.758177,0.064438,0.319483
16,13.416656,0.038018,0.261984
