,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,23.363418,1.424733,2.041038
2,11.761098,0.739394,1.051391
4,6.408235,0.401259,0.585159
8,3.33458,0.224995,0.31756
16,1.823126,0.129146,0.200785
