,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,1.717141,0.365215,0.713037
2,0.962337,0.219704,0.405239
4,0.925715,0.135798,0.352174
8,2.407265,0.066737,0.45302
16,8.170677,0.040356,2.435793
