,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,1.62978,0.374971,0.812757
2,0.843311,0.215976,0.419122
4,0.684772,0.134218,0.321786
8,0.734866,0.068663,0.333839
16,1.271355,0.040398,0.414443
