,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,1.531539,0.322327,0.751127
2,0.800924,0.192125,0.380612
4,0.677612,0.123009,0.344346
8,0.713335,0.062861,0.372488
16,1.023857,0.038164,0.631437
