,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,1.524666,0.293709,0.719055
2,0.848111,0.181006,0.378753
4,0.772653,0.111739,0.371496
8,0.758451,0.057415,0.376849
16,0.922579,0.035783,0.620932
