,insert_concurrent.exe,search_concurrent.exe,delete_concurrent.exe
1,4.312541,0.58764,1.751117
2,2.544412,0.325268,1.671234
4,4.090362,0.192952,1.865891
8,6.142709,0.104606,2.831546
16,11.337205,0.059524,5.044317
32,40.978242,0.059611,14.732609
